Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency
15600,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,3827855d-6dc0-4604-b689-abeaa1904151,2025/2/20,Average,1,1,1,1,1,False,False,False,False,False,False,4,5,4,4,5,False,False,False,False,False,False,False,FALSE,FALSE
15598,Clinical Research Coordinators,Order drugs or devices necessary for study completion.,3827855d-6dc0-4604-b689-abeaa1904151,2025/2/20,Expert,4,1,2,2,3,True,False,True,False,False,True,1,1,1,1,2,False,False,False,False,False,False,False,,FALSE
15607,Clinical Research Coordinators,Communicate with laboratories or investigators regarding laboratory findings.,3827855d-6dc0-4604-b689-abeaa1904151,2025/2/20,Average,4,2,3,2,3,False,True,True,False,False,False,4,5,4,4,5,False,False,False,False,False,False,False,,FALSE
15583,Clinical Research Coordinators,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",3827855d-6dc0-4604-b689-abeaa1904151,2025/2/20,Expert,5,5,5,5,2,True,True,True,True,True,True,1,1,4,4,5,False,False,False,False,False,False,False,,FALSE
15612,Clinical Research Coordinators,"Schedule subjects for appointments, procedures, or inpatient stays as required by study protocols.",44236450-c649-4a27-a4fc-ba7e234dfd3d,2025/2/25,Average,3,3,2,1,2,True,False,True,False,False,False,2,4,3,4,3,True,True,True,True,True,False,False,,
15612,Clinical Research Coordinators,"Schedule subjects for appointments, procedures, or inpatient stays as required by study protocols.",421979cb-6575-42e8-b059-1065fba0f1c6,2025/2/25,Expert,1,2,2,3,5,False,False,False,False,False,False,3,5,3,5,4,True,True,True,True,False,False,True,FALSE,
15607,Clinical Research Coordinators,Communicate with laboratories or investigators regarding laboratory findings.,421979cb-6575-42e8-b059-1065fba0f1c6,2025/2/25,Expert,4,2,3,1,3,True,False,True,False,False,True,1,4,1,1,1,False,False,False,False,False,False,False,,FALSE
15595,Clinical Research Coordinators,"Prepare study-related documentation, such as protocol worksheets, procedural manuals, adverse event reports, institutional review board documents, or progress reports.",494624da-6ebf-43d4-a843-9114931430ed,2025/2/25,Expert,2,3,5,2,5,False,False,False,False,False,False,3,4,4,5,4,False,True,True,True,True,True,True,FALSE,
15614,Clinical Research Coordinators,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",494624da-6ebf-43d4-a843-9114931430ed,2025/2/25,Expert,3,3,4,2,2,True,True,True,False,False,True,3,3,3,5,4,False,True,True,False,True,True,True,,if drug counts and records are inaccurate this would flag a issue of possible diversion and the AI would need to be made to track that along with the other boring documentaion but again keep the standard of care and legal protection in check 
15593,Clinical Research Coordinators,"Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, or potential subject risks.",494624da-6ebf-43d4-a843-9114931430ed,2025/2/25,Expert,3,4,5,2,3,True,False,True,True,True,True,2,2,3,4,3,False,False,True,True,True,True,True,,
15608,Clinical Research Coordinators,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",494624da-6ebf-43d4-a843-9114931430ed,2025/2/25,Novice,5,1,5,1,1,True,False,True,True,True,True,3,5,4,5,5,False,False,True,True,True,True,True,,
15595,Clinical Research Coordinators,"Prepare study-related documentation, such as protocol worksheets, procedural manuals, adverse event reports, institutional review board documents, or progress reports.",6c4415de-f3b6-4e2f-9097-ca4897f0e796,2025/2/26,Average,4,4,4,2,5,True,True,True,False,False,False,4,4,4,4,4,False,True,False,False,False,False,True,,
15614,Clinical Research Coordinators,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",6c4415de-f3b6-4e2f-9097-ca4897f0e796,2025/2/26,Average,4,4,4,1,4,False,True,True,False,True,False,4,4,4,4,4,False,True,False,False,True,False,False,,
15607,Clinical Research Coordinators,Communicate with laboratories or investigators regarding laboratory findings.,6c4415de-f3b6-4e2f-9097-ca4897f0e796,2025/2/26,Average,3,3,3,4,3,False,False,True,True,False,False,4,4,4,4,4,False,False,False,True,False,True,False,,
16280,Clinical Data Managers,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",068bb185-3dfa-4d24-b40b-5b0b602260ec,2025/3/19,Average,4,3,3,4,4,True,True,True,True,True,True,1,4,3,4,4,False,True,True,True,True,True,True,,
16277,Clinical Data Managers,"Prepare data analysis listings and activity, performance, or progress reports.",068bb185-3dfa-4d24-b40b-5b0b602260ec,2025/3/19,Expert,3,3,4,4,3,True,False,True,True,True,True,1,5,4,4,5,False,True,True,True,True,True,True,,
16270,Clinical Data Managers,Develop technical specifications for data management programming and communicate needs to information technology staff.,068bb185-3dfa-4d24-b40b-5b0b602260ec,2025/3/19,Average,4,2,3,1,2,True,True,True,True,False,True,1,4,4,3,2,False,False,False,False,False,False,False,,FALSE
15614,Clinical Research Coordinators,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",4b3e876c-e812-4543-b9bf-0a2dc010f1b2,2025/3/12,Average,3,3,2,2,2,False,False,False,False,False,True,3,3,2,3,3,False,False,False,False,True,True,False,,
15609,Clinical Research Coordinators,"Code, evaluate, or interpret collected study data.",4b3e876c-e812-4543-b9bf-0a2dc010f1b2,2025/3/12,Average,2,3,2,2,3,False,False,False,False,False,False,3,2,3,2,3,False,False,True,False,True,False,False,FALSE,
52,Medical and Health Services Managers,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",0d84cf87-11b9-463a-b8fc-e4bec51c730b,2025/3/12,Average,3,1,2,2,2,False,True,True,False,True,False,2,1,2,1,2,False,False,False,False,False,False,False,,FALSE
57,Medical and Health Services Managers,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",0d84cf87-11b9-463a-b8fc-e4bec51c730b,2025/3/12,Expert,3,2,3,3,2,False,True,True,False,False,False,3,2,1,3,2,False,False,False,False,False,False,False,,FALSE
9414,Medical Transcriptionists,"Review and edit transcribed reports or dictated material for spelling, grammar, clarity, consistency, and proper medical terminology.",95c6bd85-f8ff-4032-bd27-89a63277df3d,2025/3/12,Average,2,2,2,1,3,False,False,False,False,False,False,1,2,2,3,3,False,True,True,False,True,False,True,FALSE,
9423,Medical Transcriptionists,"Set up and maintain medical files and databases, including records such as x-ray, lab, and procedure reports, medical histories, diagnostic workups, admission and discharge summaries, and clinical resumes.",95c6bd85-f8ff-4032-bd27-89a63277df3d,2025/3/12,Expert,4,3,4,3,1,True,True,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,,FALSE
9417,Medical Transcriptionists,Translate medical jargon and abbreviations into their expanded forms to ensure the accuracy of patient and health care facility records.,95c6bd85-f8ff-4032-bd27-89a63277df3d,2025/3/12,Average,4,3,1,1,1,True,True,False,False,False,False,1,1,2,1,2,False,False,False,False,False,False,False,,FALSE
9420,Medical Transcriptionists,"Perform data entry and data retrieval services, providing data for inclusion in medical records and for transmission to physicians.",95c6bd85-f8ff-4032-bd27-89a63277df3d,2025/3/12,Average,4,3,2,4,1,True,True,False,False,False,False,2,2,2,1,2,False,False,False,False,False,False,False,,FALSE
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",7900c8f3-c42f-418f-9f0d-41de49558742,2025/3/12,Average,5,4,4,4,5,False,True,True,False,True,False,3,4,4,3,3,True,False,True,False,False,True,False,,
49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",32924c5a-d9dc-46ae-9785-d6df39e07674,2025/3/12,Expert,2,2,4,1,3,False,False,False,False,False,False,1,3,3,2,4,False,False,True,True,True,False,True,FALSE,
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",32924c5a-d9dc-46ae-9785-d6df39e07674,2025/3/12,Expert,2,1,3,1,1,False,False,False,False,False,False,1,2,2,1,4,False,False,True,True,True,False,True,FALSE,
52,Medical and Health Services Managers,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",32924c5a-d9dc-46ae-9785-d6df39e07674,2025/3/12,Average,5,3,3,1,1,True,True,True,False,False,False,1,4,1,4,1,False,False,False,False,False,False,False,,FALSE
57,Medical and Health Services Managers,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",32924c5a-d9dc-46ae-9785-d6df39e07674,2025/3/12,Average,5,1,3,1,1,True,False,True,False,True,False,1,2,1,3,2,False,False,False,False,False,False,False,,FALSE
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",4a98e51f-ab30-4333-98f1-9620e89107eb,2025/3/12,Average,2,2,2,2,2,False,False,False,False,False,False,2,3,4,3,4,False,True,False,False,False,True,False,FALSE,
52,Medical and Health Services Managers,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",4a98e51f-ab30-4333-98f1-9620e89107eb,2025/3/12,Expert,3,4,4,2,2,True,False,True,False,False,True,2,4,2,3,2,False,False,False,False,False,False,False,,FALSE
57,Medical and Health Services Managers,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",4a98e51f-ab30-4333-98f1-9620e89107eb,2025/3/12,Average,2,2,3,2,3,False,False,False,False,False,False,2,3,2,2,3,True,False,False,True,False,False,False,FALSE,
49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",4a98e51f-ab30-4333-98f1-9620e89107eb,2025/3/12,Average,4,2,3,2,2,True,True,True,False,False,True,1,1,1,2,2,False,False,False,False,False,False,False,,FALSE
55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",4a98e51f-ab30-4333-98f1-9620e89107eb,2025/3/12,Average,3,3,3,2,2,True,False,True,False,False,True,1,2,2,3,2,False,False,False,False,False,False,False,,FALSE
61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,4a98e51f-ab30-4333-98f1-9620e89107eb,2025/3/12,Average,2,3,4,2,2,False,False,False,False,False,False,2,3,3,3,3,False,True,True,False,True,True,False,FALSE,
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",6f3837c8-4ab4-41d1-8660-f7fefefe22b0,2025/3/12,Novice,1,1,1,1,1,False,False,False,False,False,False,2,2,2,2,1,False,False,False,False,False,False,False,FALSE,FALSE
55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",6f3837c8-4ab4-41d1-8660-f7fefefe22b0,2025/3/12,Novice,1,3,1,1,3,False,False,False,False,False,False,4,4,2,1,1,False,False,False,False,False,False,False,FALSE,FALSE
55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",40132cc8-ff72-4b92-90b8-568905528c77,2025/3/12,Novice,2,3,3,2,3,False,False,False,False,False,False,4,4,4,4,4,True,False,False,True,False,False,True,FALSE,
57,Medical and Health Services Managers,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",40132cc8-ff72-4b92-90b8-568905528c77,2025/3/12,Average,4,3,4,2,3,True,True,True,True,True,True,3,3,2,2,2,False,False,False,False,False,False,False,,FALSE
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",cb514c71-12f2-4b9c-8c7a-e7fe985895b7,2025/3/12,Expert,5,3,4,1,4,True,False,True,False,False,True,1,2,3,4,3,False,False,True,True,False,True,True,,
55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",cb514c71-12f2-4b9c-8c7a-e7fe985895b7,2025/3/12,Expert,2,3,4,4,5,False,False,False,False,False,False,5,3,4,5,4,True,False,True,True,True,True,True,FALSE,
57,Medical and Health Services Managers,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",cb514c71-12f2-4b9c-8c7a-e7fe985895b7,2025/3/12,Expert,5,2,1,1,2,True,True,False,True,False,False,2,2,2,1,2,False,False,False,False,False,False,False,,FALSE
49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",4094a2b7-7398-4ff4-b904-4a2ce518cb56,2025/3/12,Average,4,2,2,1,2,True,True,False,False,False,True,1,1,1,2,2,False,False,False,False,False,False,False,,FALSE
55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",4094a2b7-7398-4ff4-b904-4a2ce518cb56,2025/3/12,Average,1,1,3,1,4,False,False,False,False,False,False,3,5,5,5,5,False,True,True,True,False,True,False,FALSE,
52,Medical and Health Services Managers,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",4094a2b7-7398-4ff4-b904-4a2ce518cb56,2025/3/12,Expert,5,2,1,1,1,True,True,False,True,False,True,1,2,2,1,2,False,False,False,False,False,False,False,,FALSE
57,Medical and Health Services Managers,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",4094a2b7-7398-4ff4-b904-4a2ce518cb56,2025/3/12,Average,1,3,3,1,3,False,False,False,False,False,False,2,2,3,5,3,True,False,True,False,True,True,False,FALSE,
49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",85d9c68d-bd32-4a26-888f-876859d37cf4,2025/3/12,Average,5,3,5,1,5,True,False,True,False,False,False,4,4,4,5,1,False,False,False,False,False,False,False,,FALSE
61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,85d9c68d-bd32-4a26-888f-876859d37cf4,2025/3/12,Average,4,4,4,1,5,True,False,False,False,False,True,4,4,5,4,2,False,False,False,False,False,False,False,,FALSE
15593,Clinical Research Coordinators,"Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, or potential subject risks.",196ae771-90ee-42a7-a810-94eeeb5741f3,2025/3/19,Expert,4,3,5,3,5,True,False,True,False,False,True,4,4,4,2,5,True,False,True,False,True,False,True,,
15609,Clinical Research Coordinators,"Code, evaluate, or interpret collected study data.",196ae771-90ee-42a7-a810-94eeeb5741f3,2025/3/19,Expert,5,5,5,4,4,True,True,False,True,False,True,5,5,2,5,4,True,True,True,False,False,True,False,,
15583,Clinical Research Coordinators,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",196ae771-90ee-42a7-a810-94eeeb5741f3,2025/3/19,Expert,1,1,1,1,1,False,False,False,False,False,False,1,1,1,5,2,False,False,False,False,False,False,False,FALSE,FALSE
49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",02928826-5677-404b-bdb4-0dfdebd187e0,2025/3/19,Expert,2,4,5,3,5,False,False,False,False,False,False,4,4,2,2,3,False,True,True,True,False,True,True,FALSE,
55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",02928826-5677-404b-bdb4-0dfdebd187e0,2025/3/19,Expert,4,4,5,3,5,True,False,False,False,False,True,2,2,1,2,3,False,False,False,False,False,False,True,,
57,Medical and Health Services Managers,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",02928826-5677-404b-bdb4-0dfdebd187e0,2025/3/19,Expert,3,4,4,3,4,True,False,True,False,False,True,3,4,3,3,4,True,True,True,True,False,True,True,,
49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",22d06e77-1d28-4a60-9b85-3901ccd955bd,2025/3/13,Average,5,3,4,3,1,True,True,True,True,False,False,5,4,2,3,3,False,True,False,False,True,False,True,,
52,Medical and Health Services Managers,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",22d06e77-1d28-4a60-9b85-3901ccd955bd,2025/3/13,Expert,5,4,2,3,1,True,True,True,True,False,False,3,1,2,2,2,False,False,False,False,False,False,False,,FALSE
52,Medical and Health Services Managers,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",c1cead78-5f74-46bc-884b-9163c24a59bf,2025/3/13,Average,3,2,1,4,1,True,True,False,False,False,False,2,1,3,3,2,False,False,False,False,False,False,False,,FALSE
52,Medical and Health Services Managers,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",a23a8813-fc7a-4d8f-8ca4-bde68b2e961d,2025/3/14,Novice,4,1,2,1,1,False,True,False,False,False,False,1,4,2,3,4,False,True,True,True,True,True,True,,
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",507bf31a-c871-4c54-aac3-14079ab3b3f7,2025/3/14,Expert,3,1,2,3,2,False,False,False,False,False,True,1,2,2,2,3,False,True,False,False,False,False,False,,
52,Medical and Health Services Managers,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",507bf31a-c871-4c54-aac3-14079ab3b3f7,2025/3/14,Expert,2,3,3,2,3,False,False,False,False,False,False,2,4,3,3,4,False,False,False,False,False,False,True,FALSE,
49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",41105647-1158-483f-8bf9-2441ec78938e,2025/3/17,Novice,3,1,3,1,3,True,True,False,False,False,True,1,5,2,4,3,False,True,True,True,True,True,True,,
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",41105647-1158-483f-8bf9-2441ec78938e,2025/3/17,Novice,5,1,1,1,3,True,True,True,True,True,True,1,1,1,1,2,False,False,False,False,False,False,False,,FALSE
55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",41105647-1158-483f-8bf9-2441ec78938e,2025/3/17,Novice,2,2,2,1,2,False,False,False,False,False,False,1,2,2,4,2,False,False,False,False,False,False,False,FALSE,FALSE
52,Medical and Health Services Managers,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",41105647-1158-483f-8bf9-2441ec78938e,2025/3/17,Expert,5,4,4,1,2,False,True,False,False,False,False,1,3,1,1,2,False,False,False,False,False,False,False,,FALSE
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",3761428d-8fe0-4347-94ad-329e09b9ea2b,2025/3/17,Average,3,1,2,1,1,True,True,True,True,True,True,1,2,1,2,2,False,False,False,False,False,False,False,,FALSE
55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",3761428d-8fe0-4347-94ad-329e09b9ea2b,2025/3/17,Average,3,2,2,1,2,True,False,False,False,True,True,1,2,1,3,3,False,False,True,True,True,True,True,,
52,Medical and Health Services Managers,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",3761428d-8fe0-4347-94ad-329e09b9ea2b,2025/3/17,Expert,1,4,4,4,4,False,False,False,False,False,False,3,4,3,4,5,True,True,True,True,True,True,True,FALSE,
55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",ff35fefb-dae4-479e-b7c1-b53e05f9709a,2025/3/17,Average,3,1,2,1,3,True,True,False,False,False,False,2,2,2,3,2,False,False,False,False,False,False,False,,FALSE
61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,ff35fefb-dae4-479e-b7c1-b53e05f9709a,2025/3/17,Average,3,1,1,1,1,True,True,False,False,False,False,1,1,2,1,1,False,False,False,False,False,False,False,,FALSE
57,Medical and Health Services Managers,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",ff35fefb-dae4-479e-b7c1-b53e05f9709a,2025/3/17,Average,2,2,2,1,2,False,False,False,False,False,False,2,2,1,3,3,False,False,True,False,True,False,False,FALSE,
18088,Health Informatics Specialists,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Average,2,2,5,2,1,False,False,False,False,False,False,1,2,2,1,2,False,False,False,False,False,False,False,FALSE,FALSE
18094,Health Informatics Specialists,"Analyze and interpret patient, nursing, or information systems data to improve nursing services.",84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Expert,1,1,2,2,2,False,False,False,False,False,False,1,2,2,1,2,False,False,False,False,False,False,False,FALSE,FALSE
18093,Health Informatics Specialists,"Develop, implement, or evaluate health information technology applications, tools, processes, or structures to assist nurses with data management.",84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Expert,1,2,2,1,2,False,False,False,False,False,False,1,2,2,1,2,False,False,False,False,False,False,False,FALSE,FALSE
18092,Health Informatics Specialists,Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Expert,1,1,2,1,2,False,False,False,False,False,False,1,2,2,1,1,False,False,False,False,False,False,False,FALSE,FALSE
18103,Health Informatics Specialists,Provide consultation to nurses regarding hardware or software configuration.,84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Average,2,1,2,2,2,False,False,False,False,False,False,2,2,3,2,2,False,False,False,False,False,False,False,FALSE,FALSE
18095,Health Informatics Specialists,"Analyze computer and information technologies to determine applicability to nursing practice, education, administration, and research.",84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Average,3,2,3,2,2,False,False,True,True,False,False,2,1,2,2,2,False,False,False,False,False,False,False,,FALSE
18100,Health Informatics Specialists,"Develop strategies, policies or procedures for introducing, evaluating, or modifying information technology applied to nursing practice, administration, education, or research.",84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Novice,2,3,2,3,3,False,False,False,False,False,False,3,2,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
15608,Clinical Research Coordinators,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",196ae771-90ee-42a7-a810-94eeeb5741f3,2025/3/19,Expert,5,5,5,3,5,True,False,True,True,True,True,1,4,4,4,2,False,False,False,False,False,False,False,,FALSE
15607,Clinical Research Coordinators,Communicate with laboratories or investigators regarding laboratory findings.,196ae771-90ee-42a7-a810-94eeeb5741f3,2025/3/19,Expert,5,5,5,5,5,True,True,True,False,False,False,5,5,5,5,5,True,True,False,False,False,True,False,,
15584,Clinical Research Coordinators,Register protocol patients with appropriate statistical centers as required.,196ae771-90ee-42a7-a810-94eeeb5741f3,2025/3/19,Expert,5,5,5,5,5,True,False,True,False,False,True,5,4,4,4,4,True,False,True,False,False,False,True,,
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",02928826-5677-404b-bdb4-0dfdebd187e0,2025/3/19,Expert,2,5,3,4,5,False,False,False,False,False,False,1,3,2,3,4,False,True,True,False,True,False,True,FALSE,
61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,02928826-5677-404b-bdb4-0dfdebd187e0,2025/3/19,Average,4,2,3,2,3,True,False,True,False,False,True,2,2,3,1,3,True,True,False,True,True,False,True,,
15614,Clinical Research Coordinators,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",6a9e114b-eedc-4acb-96a8-4cfd0b240ef2,2025/3/19,Expert,1,2,3,5,2,False,False,False,False,False,False,1,4,2,4,4,False,True,True,True,True,True,True,FALSE,
15608,Clinical Research Coordinators,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",6a9e114b-eedc-4acb-96a8-4cfd0b240ef2,2025/3/19,Average,1,2,4,5,5,False,False,False,False,False,False,1,5,3,5,5,False,True,True,True,True,False,False,FALSE,
15609,Clinical Research Coordinators,"Code, evaluate, or interpret collected study data.",6a9e114b-eedc-4acb-96a8-4cfd0b240ef2,2025/3/19,Average,1,3,5,5,4,False,False,False,False,False,False,1,5,2,5,5,False,True,True,True,True,False,True,FALSE,
15593,Clinical Research Coordinators,"Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, or potential subject risks.",6a9e114b-eedc-4acb-96a8-4cfd0b240ef2,2025/3/19,Average,1,2,5,5,5,False,False,False,False,False,False,1,3,4,5,5,False,True,True,True,True,True,True,FALSE,
15592,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,6a9e114b-eedc-4acb-96a8-4cfd0b240ef2,2025/3/19,Expert,1,1,2,3,2,False,False,False,False,False,False,1,2,1,1,3,False,False,False,True,True,False,True,FALSE,
15583,Clinical Research Coordinators,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",6a9e114b-eedc-4acb-96a8-4cfd0b240ef2,2025/3/19,Average,1,1,2,5,4,False,False,False,False,False,False,3,3,1,5,5,True,False,True,True,True,False,False,FALSE,
16284,Clinical Data Managers,"Process clinical data, including receipt, entry, verification, or filing of information.",068bb185-3dfa-4d24-b40b-5b0b602260ec,2025/3/19,Average,3,2,3,2,2,True,True,True,False,False,False,1,1,2,3,1,False,False,False,False,False,False,False,,FALSE
16279,Clinical Data Managers,Monitor work productivity or quality to ensure compliance with standard operating procedures.,068bb185-3dfa-4d24-b40b-5b0b602260ec,2025/3/19,Expert,4,2,3,3,2,True,True,True,True,False,True,1,4,3,4,4,False,True,True,True,True,True,True,,
16283,Clinical Data Managers,Analyze clinical data using appropriate statistical tools.,068bb185-3dfa-4d24-b40b-5b0b602260ec,2025/3/19,Expert,4,4,4,1,1,True,True,True,False,False,True,1,3,4,3,3,False,True,True,False,True,True,True,,
16274,Clinical Data Managers,"Track the flow of work forms, including in-house data flow or electronic forms transfer.",068bb185-3dfa-4d24-b40b-5b0b602260ec,2025/3/19,Expert,4,4,4,2,2,True,True,True,False,False,True,2,4,4,4,4,False,True,True,True,True,True,False,,
16791,Bioinformatics Scientists,"Compile data for use in activities, such as gene expression profiling, genome annotation, or structural bioinformatics.",38550e8c-47a4-4439-89a1-e5d16e93a44a,2025/3/19,Average,3,1,2,1,3,True,True,False,False,False,True,3,2,1,2,3,True,False,True,False,True,False,True,,
49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",535ed247-56e4-41d6-88b3-14c7ab172ef2,2025/3/20,Expert,2,3,2,3,4,False,False,False,False,False,False,3,2,2,2,4,True,True,True,True,True,True,True,FALSE,
